環境保護運動,1
寄付,1
被災地支援,1
貧困支援,1
オレオレ詐欺,2
不倫,2
セクハラ,2
パワハラ,2
外国人差別,2
学歴詐称,2
万引き,2
勤務先の現金横領,2
非合法ドラッグ使用,2
無免許運転,2
盗撮,2
傷害,2
下着泥棒,2
