国会議員,1
高校教師,1
市役所職員,1
市長,1
美容院店長,2
八百屋,2
ミュージシャン,2
コンビニバイト,2
現代美術家,2
占い師,2
小説家,2
Youtuber・配信者,2
野菜農家,2
百年続く老舗和菓子屋,3
商社マン,3
医師,3
ゲイ雑誌の編集者,3
マッチングアプリ運営企業勤務,3
ITコンサルタント,3
清掃員,3
テレビ番組制作者,3
下請け工場主,3
ピアノ教師,3
塾講師,3
サンタクロース,4
記憶喪失の人,4
スーパーヒーロー,4
